STRUTTED,YOURLOVEANDPITYDOTHT,QHLLE HZHSG UJBMC GGMYN 
WEAKENED,SINCEILEFTYOUMINEEYE,OMNMI VPHBX YYYZM QAIYO 
ENQUIRES,ORWHETHERDOTHMYMINDB,SEMBM KLWVQ ENPDC EMATV 
WARBLERS,THOSELINESTHATIBEFOR,PHFTP PZFAS KILXZ TAFFS 
SEXUALLY,LETMENOTTOTHEMARRIAG,DIQGE YZRLS QBEXL PJMXA 
PRESSMEN,ACCUSEMETHUSTHATIHAV,PTGMK QQRIY YKLTE GXYEN 
AIRCRAFT,LIKEASTOMAKEOURAPPET,LQBGR SYHMI BGFUW TPXVV 
FOLLICLE,WHATPOTIONSHAVEIDRUN,BVLEX QEMTB DSIXP MIFFY 
SENTINEL,THATYOUWEREONCEUNKIN,LLNMG BYHWV RHVPI FFOVG 
BACHELOR,TISBETTERTOBEVILETHA,UIUII EHVST QIIGW CFTJH 
REMOUNTS,THYGIFTTHYTABLESAREW,KLKUC SMLYC FOVYX KRVQK 
BROACHES,NOTIMETHOUSHALTNOTBO,OFHIO LXZPL GHCSX FPKPO 
SUCCUMBS,IFMYDEARLOVEWEREBUTT,AZOAX QBJDI XGQQS WTOVV 
GUZZLERS,WERETAUGHTTOMEIBORET,CYQDE ELYNN SNXIZ TULDS 
STRENGTH,OTHOUMYLOVELYBOYWHOI,GMYSH SRSGO VPLHH FOAFM 
DRIVEINS,INTHEOLDAGEBLACKWASN,LEBCI WYVDX MWPIP CZRAI 
PLATEFUL,HOWOFTWHENTHOUMYMUSI,WZWHJ YQSTY TASZG JBFSB 
DEVOUTLY,THEEXPENSEOFSPIRITIN,WLZSR IPLVI JTMIT PLXDB 
JEERINGS,MYMISTRESSEYESARENOT,VCQZA GXWBW IPMFG JNRSK 
COMMONLY,THOUARTASTYRANNOUSSO,VVAGO EEYUH KDOAY MWGEA 
BLOODIES,THINEEYESILOVEANDTHE,USWBH MCWTT ZCYME FEEVS 
VELOCITY,BESHREWTHATHEARTTHAT,WIDVT MPRCE EVGIK ROLLH 
RELIEVED,SONOWIHAVECONFESSDTH,JSYWA DLDMI NWRAI VJHEP 
COLLIDED,WHOEVERHATHHERWISHTH,YVZPD HVKCH SSMUA LUVES 
THRUSTER,IFTHYSOULCHEQUETHEET,BMKBQ LSLEJ YYINI KALVN 
GADGETRY,THOUBLINDFOOLLOVEWHA,ZHRAF EZLJF RUPEF TKWKG 
TRAGICAL,WHENMYLOVESWEARSTHAT,PYETU ALZOV SCMCR DMYAZ 
NICOTINE,OCALLNOTMETOJUSTIFYT,BKCZE VBXZM VCCCF XVNAH 
BASEBALL,BEWISEASTHOUARTCRUEL,CEOMT ELDUH GYBRE NSUWP 
WOODWORM,INFAITHIDONOTLOVETHE,EBTDE HYUZC BRPZF HAHVH 
HEDGEHOG,LOVEISMYSINANDTHYDEA,SSYKM ZAEZM QGRKH NFHHG 
DIARRHEA,LOASACAREFULHOUSEWIF,OWAJR JERHN UCYVY SHEIW 
MONTREAL,TWOLOVESIHAVEOFCOMFO,FKBEF ZEDUV NOVSF NAASH 
MYTHICAL,THOSELIPSTHATLOVESOW,FFHZM NIAER AHBNO GQQHD 
MUDDYING,POORSOULTHECENTREOFM,BIRUQ WHRFB HFCVG XQIIP 
UNPASTED,MYLOVEISASAFEVERLONG,GLAON XMVUF PFWOI UFBCG 
NOSINESS,OMEWHATEYESHATHLOVEP,BAWEU ELWLS KPNXZ DBJWX 
ORIENTAL,CANSTTHOUOCRUELSAYIL,QRVWG MHZIF KVHXL DOPQP 
UPHEAVAL,OFROMWHATPOWERHASTTH,IUYSM RHLNE VAEMH LMIAL 
IMBEDDED,LOVEISTOOYOUNGTOKNOW,TAWIL VXRWK PYQJX RSZPA 
PRETENCE,INLOVINGTHEETHOUKNOW,XEPHZ VPKIY IXXUQ YZESP 
PECTORAL,CUPIDLAIDBYHISBRANDA,RYRBR CATSF AAWJB CPRFT 
PRIESTLY,THELITTLELOVEGODLYIN,IYMPA MEJTC WZWZZ BAPQR 
HURDLERS,FROMFAIRESTCREATURES,MLFPQ EZJLM KFCIR LBLVV 
ASTONISH,WHENFORTYWINTERSSHAL,WZXBS WJAYO BBGMJ ZSZTZ 
REDEEMED,LOOKINTHYGLASSANDTEL,CSROM ZXKPK OEWEE QUXHP 
GASWORKS,UNTHRIFTYLOVELINESSW,ANLDF ZPLEL GRSCS FKSKS 
BRUNCHES,THOSEHOURSTHATWITHGE,UYIFG OSMSJ NUCAA AUYAR 
PLEDGING,THENLETNOTWINTERSRAG,ISIQR MGTDE ALTBR XHCEJ 
RAMBLERS,LOINTHEORIENTWHENTHE,COUOE LVGII QOEAY WETTF 
INHALANT,MUSICTOHEARWHYHEARST,UHZIN TBAMN YWSYU XIEZT 
PROFITED,ISITFORFEARTOWETAWID,XJWYN HVITR FYWPI WPNWI 
HERDSMEN,FORSHAMEDENYTHATTHOU,MSIVZ MQRKI EBLTE GALFX 
CHIPPING,ASFASTASTHOUSHALTWAN,CZNPH BNYVO WJHPN RVDIC 
OBSIDIAN,WHENIDOCOUNTTHECLOCK,KIWVL LOPCV FBWPE PZPUS 
VITALITY,OTHATYOUWEREYOURSELF,JBAAE GHSRM KEJWN PNMEF 
CLINCHED,NOTFROMTHESTARSDOIMY,PZBST VQWJP AGCYW GQTUL 
WIFELESS,WHENICONSIDEREVERYTH,SPJRT GGFOQ IICIN WNGYL 
ANARCHIC,BUTWHEREFOREDONOTYOU,BHTNJ LZGFB RVFVV QTLOL 
SETTINGS,WHOWILLBELIEVEMYVERS,OLHPQ YRTWP BXDRS QNIKL 
TWINNING,SHALLICOMPARETHEETOA,LDIYY QPUFL IERBU KXPWN 
BUILDERS,DEVOURINGTIMEBLUNTTH,EYDZX VZFHN QXHFC MONBS 
PATENTLY,AWOMANSFACEWITHNATUR,PWHQN GDDPC XAVMS LPTNV 
ASSUAGED,SOISITNOTWITHMEASWIT,SGAMI ZRRTO ANHSI DSOAN 
CELIBACY,MYGLASSSHALLNOTPERSU,OCRTB SUQJE WTOOV NGVDC 
INSURERS,ASANUNPERFECTACTORON,IFSHL RGWZS WWKET LWEGH 
SIMPERED,MINEEYEHATHPLAYDTHEP,EQZTI PIKSB TEPRC GLPQE 
BEWILDER,LETTHOSEWHOAREINFAVO,MIPBS RWVXL KICHM EGERW 
CEREBRAL,LORDOFMYLOVETOWHOMIN,NSIHP WMJNS MIUFW SQQZR 
BURGLARY,WEARYWITHTOILIHASTEM,XYRXJ WZRIN FOWIY YTNVS 
FIERCELY,HOWCANITHENRETURNINH,MWATC RTRMM RIGXF PSQRY 
CLUCKING,WHENINDISGRACEWITHFO,YSYPS VQOUR LCMMJ OVSZQ 
LOVELIER,WHENTOTHESESSIONSOFS,HVZRE WXYPG ZWDQS EDCAW 
PHRASING,THYBOSOMISENDEAREDWI,IOPBG ABSXZ VNVMN XTKNI 
CONTACTS,IFTHOUSURVIVEMYWELLC,KTGAO WLMTJ VOEOR OGZYV 
UNSTABLE,FULLMANYAGLORIOUSMOR,ZHDEM BYCUT DHRJZ YMZGK 
PORPOISE,WHYDIDSTTHOUPROMISES,LVPSW LKXIV FJDZG QXGVH 
BAKERIES,NOMOREBEGRIEVEDATTHA,OOWSI MFWHR SIMMH SUTRE 
PARFAITS,LETMECONFESSTHATWETW,AEKRE KHFUE JXTPT LLEKB 
TREKKING,ASADECREPITFATHERTAK,TJENO KEKIZ XPKBU KKKEU 
TRIPWIRE,HOWCANMYMUSEWANTSUBJ,AFERW VDCFL ATSIE XLLJY 
BELGIANS,OHOWTHYWORTHWITHMANN,PLZCB HLOPV ENEIG ZNEYT 
FATALIST,TAKEALLMYLOVESMYLOVE,YADEL TDFDL HVPAE RQOOE 
DISPOSER,THOSEPETTYWRONGSTHAT,WPGHS HIKWG OGCFK JWPSI 
SCUFFLES,THATTHOUHASTHERITISN,LJUYY SSMZC MYMPV ALKMS 
ROOMIEST,WHENMOSTIWINKTHENDOM,NVSZU SKMZK WZSXZ XERCY 
MACARONI,IFTHEDULLSUBSTANCEOF,UFVHV RHTXS WBJHN VOEQF 
BIASSING,THEOTHERTWOSLIGHTAIR,UPEGL PRXUE OKDQT NUIIJ 
ENTERING,MINEEYEANDHEARTAREAT,QVGIV GRGRQ AIRZG GVRTX 
STEPWISE,BETWIXTMINEEYEANDHEA,TXXLE FLQAG ITUMS RVAIP 
EQUATING,HOWCAREFULWASIWHENIT,LEQCT ZRLYB QALQJ NIDCT 
REHASHES,AGAINSTTHATTIMEIFEVE,RKHIF ZXLYE ATATI AWICE 
AVIATORS,HOWHEAVYDOIJOURNEYON,HJEHX OMQDJ QJHII FETWN 
BIDDINGS,THUSCANMYLOVEEXCUSET,UPXVK NTEZT RYMRD UVAHW 
AUGMENTS,SOAMIASTHERICHWHOSEB,SIGYM NLLHY XUGUP ZOMKN 
RENUMBER,WHATISYOURSUBSTANCEW,NLNNU TCFLV FONTX REGRQ 
REINVEST,OHOWMUCHMOREDOTHBEAU,FLWJH YUADS ZRYSL ASIIH 
STREAKED,NOTMARBLENORTHEGILDE,FHKQA BFOWG FVTRI JAEUI 
HOMICIDE,SWEETLOVERENEWTHYFOR,ZKQMV TRZLF QVGEW LFTAZ 
SCOOTING,BEINGYOURSLAVEWHATSH,TGWBZ GBAJU ZOOMJ NSVGV 
WORSENED,THATGODFORBIDTHATMAD,PVRLK BHIKF SAHGL DPARV 
CREAMIER,IFTHEREBENOTHINGNEWB,KWXHQ ZISGE STTQR XPVAB 
BADGERED,LIKEASTHEWAVESMAKETO,MINKE JXKFW DBIJQ DLEWU 
FITMENTS,ISITTHYWILLTHYIMAGES,NABFX URONT EFLLB EFOXE 
FOURTEEN,SINOFSELFLOVEPOSSESS,XWHFY WIYKZ IMXTS FXSMJ 
TEAMMATE,AGAINSTMYLOVESHALLBE,TKAUZ SMQRP OHQSA EEPBQ 
EVERTING,WHENIHAVESEENBYTIMES,ACIEB PNBIN IVGJL ZMHIJ 
SOCIETAL,SINCEBRASSNORSTONENO,KWPKI URLKG PWVLT ZFSPW 
SHACKLES,TIREDWITHALLTHESEFOR,LPRGN HMLZH LNDSI KWMOT 
TREKKERS,AHWHEREFOREWITHINFEC,TYARO VVXHI IGSXY AGWIM 
INVASION,THUSISHISCHEEKTHEMAP,BUPSA AVVAP CEWSH UMZVP 
MURDERED,THOSEPARTSOFTHEETHAT,FBFVI GEUFM FIXYI HFBRW 
DIAMONDS,THATTHOUARTBLAMEDSHA,WPAFH URMDZ TNZNP WGAHM 
APPEALED,NOLONGERMOURNFORMEWH,NDASN RIUMD JVNQS UMTLL 
URETHANE,OLESTTHEWORLDSHOULDT,ICILA TUIQF VEKSU SOCHM 
SNORKELS,THATTIMEOFYEARTHOUMA,LUOKD MXWGS MVKVE ZGHAR 
NORSEMEN,BUTBECONTENTEDWHENTH,OIKTI OSAGS ELIPA URBKZ 
BRICKBAT,SOAREYOUTOMYTHOUGHTS,TFITO ZONUF UADIO NHYBU 
DECLARES,WHYISMYVERSESOBARREN,ZLATS DCNHV UPSFF SUVGY 
CLOTHING,THYGLASSWILLSHOWTHEE,VSMZS IFYYT ZEZPB CVSSX 
SIXTIETH,SOOFTHAVEIINVOKEDTHE,KWLYB LTCWQ FGDSD LVBEX 
GENOTYPE,WHILSTIALONEDIDCALLU,CLVZL RXERS ASWGS GGPYI 
TRAITORS,OHOWIFAINTWHENIOFYOU,HYOEB TRAGK WPXBZ GYPOC 
PRETTIER,ORISHALLLIVEYOUREPIT,DIMLA IPCAZ ZXRWY ITGMM 
REPRINTS,IGRANTTHOUWERTNOTMAR,ZKGRV GMZFY LVZGG GKQPI 
MIXTURES,INEVERSAWTHATYOUDIDP,UVBOY IWSIB ETNPS MPQAI 
SCOWLING,WHOISITTHATSAYSMOSTW,OJCED QGZZC HOLGF SGUHS 
BLOODIER,MYTONGUETIEDMUSEINMA,NJHCQ OYVUT SRPCW VJYAO 
TURMOILS,WASITTHEPROUDFULLSAI,PUJUH BSWIL FGRNF DEMRU 
SOOTHERS,FAREWELLTHOUARTTOODE,XOFXD ICDLV CNHVK LGCRX 
THEISTIC,WHENTHOUSHALTBEDISPO,POIVL AWWLO ETLUM FBZTW 
SITTINGS,SAYTHATTHOUDIDSTFORS,KIRMP NZLZW NWQQY LXWKL 
ANTIMONY,THENHATEMEWHENTHOUWI,TUXVT OGCMR PPQBG FOHPQ 
EGOMANIA,SOMEGLORYINTHEIRBIRT,WUAQG YWRCO BFHRQ RFOFF 
TRADUCED,BUTDOTHYWORSTTOSTEAL,ULTGI VLBPF RVNVS VMVAO 
GRINDING,SOSHALLILIVESUPPOSIN,YFAUD TYORZ DRVCC VUJQA 
METRICAL,THEYTHATHAVEPOWERTOH,FLXPB JAETE OVXQW PDXHY 
HICCOUGH,HOWSWEETANDLOVELYDOS,OWYUK YKAHV FNCPK SFLQU 
SCHOLARS,SOMESAYTHYFAULTISYOU,KQTSD APLZA MOFLK AKAVI 
REFITTED,HOWLIKEAWINTERHATHMY,YSBTB DIDNM SBXKL DKLRG 
DECIMATE,FROMYOUHAVEIBEENABSE,IVQUK ONLDZ GQNEX RDFUM 
APPROVES,THEFORWARDVIOLETTHUS,TWTWC MASRS KZCGI LTWJJ 
REWIRING,WHEREARTTHOUMUSETHAT,NLAZV IEZKL KCDCF KKLWB 
HINDMOST,OTRUANTMUSEWHATSHALL,VBEXM BLFBA RZTOL LOIYO 
CAUSTICS,MYLOVEISSTRENGTHENDT,OYFGO MKKUT LWGOV ZGNXL 
MAIMINGS,ALACKWHATPOVERTYMYMU,MLIOS JNSFP WHMEZ QYYUG 
FROSTING,TOMEFAIRFRIENDYOUNEV,YFAWY IVXKI WWGLL UZESN 
ARGUABLY,LETNOTMYLOVEBECALLDI,LVZHO UXWLF BYBFN YLCJC 
HARDCORE,WHENINTHECHRONICLEOF,DHVQK BKLLC YUQBZ GSEFI 
MUSCADEL,WHENINTHECHRONICLEOF,IBWPI QXSQW ZTOQM NXYGH 
TREATING,NOTMINEOWNFEARSNORTH,GFXMB VRUPE JETZF THIXH 
DECAMPED,WHATSINTHEBRAINTHATI,ZLCTE XRWKI DRMXR WKEVI 
REPELLED,ONEVERSAYTHATIWASFAL,FRTZP CWDPX WEETA DJJPP 
ELEVATOR,ALASTISTRUEIHAVEGONE,EWENT BGKVF IDHTJ VKZRZ 
VENTURED,OFORMYSAKEDOYOUWITHF,JJBKG PWDFI QHSFY ZDXUY 
MADDENED,YOURLOVEANDPITYDOTHT,KOXUP BZHMN GSMGC GATKW 
HEADLINE,SINCEILEFTYOUMINEEYE,ZMNFP QYIMX YRFUV RLIYH 
LEANNESS,ORWHETHERDOTHMYMINDB,ZVWUR XZWCH OGUQQ ETRDO 
DECANTER,THOSELINESTHATIBEFOR,WLQSR EMEHW VHNMM SHJQR 
SURFINGS,LETMENOTTOTHEMARRIAG,DYKRM AULLI KMMZG JJCRL 
BARTERER,ACCUSEMETHUSTHATIHAV,BCTNW VQVUH LLXYE KJHRO 
PLUTONIC,LIKEASTOMAKEOURAPPET,ATEXO FBQBL EXCHZ CEAYM 
BUTCHERS,WHATPOTIONSHAVEIDRUN,XBTVW SKAPH LJHZV AELNP 
ANALYSED,THATYOUWEREONCEUNKIN,TUAEW GYZEE EZLUI XNXIY 
VAPOROUS,TISBETTERTOBEVILETHA,OIHPV HNWMT DPVJC DZTWO 
LETTUCES,THYGIFTTHYTABLESAREW,ELRZC HXLSC MTVNI KLVXP 
NAMIBIAN,NOTIMETHOUSHALTNOTBO,AOFQN MTUBU EPBTT ABTNW 
HEADLAND,IFMYDEARLOVEWEREBUTT,PJMBO ENUSS VHHEE HIYTW 
DIVINING,WERETAUGHTTOMEIBORET,ZMMMG IHMKB OWZMV HRZZB 
PLUMPING,OTHOUMYLOVELYBOYWHOI,DEBAJ ULRDG YXNJB ELSIU 
DRUDGERY,INTHEOLDAGEBLACKWASN,LENKK SCBDX YERET IZRMQ 
GIFTWARE,HOWOFTWHENTHOUMYMUSI,NWBHB TNLKV YAKUD CSCXB 
WETLANDS,THEEXPENSEOFSPIRITIN,PLXPX CHFOI HQSCL JEXBY 
WORKLOAD,MYMISTRESSEYESARENOT,IMDSD HRHOG VIPGA UABFD 
REABSORB,THOUARTASTYRANNOUSSO,KLOVS FKBJX YSSBE PLWSP 
SAUSAGES,THINEEYESILOVEANDTHE,LHCFE KCWKI FGVKE FVTBW 
BORINGLY,BESHREWTHATHEARTTHAT,CSJPE KHRIO KPRGC RUVRB 
FLATFISH,SONOWIHAVECONFESSDTH,XZNHB QZHAP CHSNW ZXOTA 
VITREOUS,WHOEVERHATHHERWISHTH,RPHVZ SLZVB AYIFQ ANPMY 
TONNAGES,IFTHYSOULCHEQUETHEET,BTGUY YSMEQ URQAI LASRG 
PLEASING,THOUBLINDFOOLLOVEWHA,ISSUT TVTSQ SODTB BTHLA 
TRACKERS,WHENMYLOVESWEARSTHAT,PYEPW CCGOV SYOEI KMYAV 
HOLLOWED,OCALLNOTMETOJUSTIFYT,VQLWZ JSWTS EZXQW WPTJE 
MUSTERED,BEWISEASTHOUARTCRUEL,NYOBW VEVFB GNEIX FDOWE 
CANTICLE,INFAITHIDONOTLOVETHE,KNSTQ VSMFO AHBNZ ZGTUX 
STUDENTS,LOVEISMYSINANDTHYDEA,DHPHM FFQKB HDRQM ZQWYD 
DETHRONE,LOASACAREFULHOUSEWIF,OSTZR QNVHJ NSYCH WHABM 
GROOVING,TWOLOVESIHAVEOFCOMFO,ZNCZJ DRYOY OJZWS IUDTC 
VIRGINAL,THOSELIPSTHATLOVESOW,OPFYM YIANB YGBYO GZAFC 
SQUIGGLE,POORSOULTHECENTREOFM,HEIZY UFPLX YKKTE VWEZU 
HEMLINES,MYLOVEISASAFEVERLONG,TCXZD RMKHW MQMII JSSZR 
GNASHING,OMEWHATEYESHATHLOVEP,UZEOO IGKER SZHBU RUIEH 
RECESSED,CANSTTHOUOCRUELSAYIL,TEPWL LLRLS EVMWP VRCKP 
ASTRALLY,OFROMWHATPOWERHASTTH,OXKFM HSYTH HNECS YSLMY 
PURCHASE,LOVEISTOOYOUNGTOKNOW,AIMGP SLSDS FWUGL SZHFY 
DURATION,INLOVINGTHEETHOUKNOW,LHCOO QBTWB VEMPC HNHFW 
LESBIANS,CUPIDLAIDBYHISBRANDA,NYHJL LNAOF QIQSO JLRVB 
VANISHED,THELITTLELOVEGODLYIN,OHRTA AXOZL BDWNS GGYVV 
RESHAPES,FROMFAIRESTCREATURES,WVGTF PMJVW LJRTE LLVWZ 
THRILLED,WHENFORTYWINTERSSHAL,POVVQ ZVWRD ZVEPV VLORT 
INTRUDES,LOOKINTHYGLASSANDTEL,TBHBC QXZGT ERMVE FLGXC 
GLIMPSED,UNTHRIFTYLOVELINESSW,AYBTG AJWEW WHTDM QKDAI 
POTENTLY,THOSEHOURSTHATWITHGE,IVHWR AZSGG MLNMH GIVZI 
EUPHORIC,THENLETNOTWINTERSRAG,XBTUZ VBPSN LPBKM TWLPN 
SMELTERS,LOINTHEORIENTWHENTHE,DAMYM LVGJU IYMAY WFFLP 
BOOKWORK,MUSICTOHEARWHYHEARST,NIGSY HFRFO FGDMY OBFGD 
CLUMPING,ISITFORFEARTOWETAWID,KDCFU WELGL LFDER ZCHCP 
ASBESTOS,FORSHAMEDENYTHATTHOU,FGSWZ TAWDW OCLAO LTZPY 
CONCEPTS,ASFASTASTHOUSHALTWAN,CGSCW ITKVV BWWWT DVKNP 
CLOWNISH,WHENIDOCOUNTTHECLOCK,YSSJV LGJQF BPGPW JNZQG 
SUPPLIER,OTHATYOUWEREYOURSELF,GNWPE GSLOY GTJWY IKYAU 
DIPSTICK,NOTFROMTHESTARSDOIMY,QWIXK WODKM HLTZU NRQBQ 
MISCOUNT,WHENICONSIDEREVERYTH,IPWPW WBGEQ VGFYI XDGLJ 
TARRIEST,BUTWHEREFOREDONOTYOU,UUKNP IJXYO IVLSF HMYFL 
RETREADS,WHOWILLBELIEVEMYVERS,NLHNM LOTVP BVZEP QMIKJ 
DISLOYAL,SHALLICOMPARETHEETOA,VPSWZ GCZPX SCSRH PHBGL 
BOOKINGS,DEVOURINGTIMEBLUNTTH,ESJYC EOFHH WWMOR MOHHR 
CHROMIUM,AWOMANSFACEWITHNATUR,CDFAM VMRCJ VKUBB ZCALF 
SINECURE,SOISITNOTWITHMEASWIT,KWVWK NESLE VXJGV EKEVX 
FROWNING,MYGLASSSHALLNOTPERSU,RPUHN AFYMR ZHAWG VJIGQ 
EMERSION,ASANUNPERFECTACTORON,EEEEM VDRVR ITLIQ GSDSE 
OVERRIPE,MINEEYEHATHPLAYDTHEP,ADRVV GTLOO LGCIN HHCIG 
DUELLERS,LETTHOSEWHOAREINFAVO,OYXES SJWZB SLCIZ FIUZZ 
EMBEDDED,LORDOFMYLOVETOWHOMIN,PASHR IQBPA WIWRA KSYJR 
PRIMNESS,WEARYWITHTOILIHASTEM,LVIDL AALWK WUYMZ SHKMY 
DEMENTED,HOWCANITHENRETURNINH,KSIGN GMWKI ZVRMY UQMZL 
REVALUED,WHENINDISGRACEWITHFO,NLZNT HHLJK MANYA LKLAO 
CASSETTE,WHENTOTHESESSIONSOFS,YHWFX HMLGS WKWBH RUOXK 
CORONETS,THYBOSOMISENDEAREDWI,VVPPB WHEKG VBQIT JGRNW 
RIGIDITY,IFTHOUSURVIVEMYWELLC,ZNZPR CLSID ODHUR UVTRK 
THIEVERY,FULLMANYAGLORIOUSMOR,YBTPH EEWTN TSMMF SLTWV 
DREAMIER,WHYDIDSTTHOUPROMISES,ZYCDU LWKWY SUBZS DLJIS 
QUARTERS,NOMOREBEGRIEVEDATTHA,DIMFK ISWWL IVOIU SJNHR 
PALPABLE,LETMECONFESSTHATWETW,AEEBE DZRUE DHTIL XLEEL 
CURRYING,ASADECREPITFATHERTAK,CMRUC KEKRC KWYBU KTNRB 
AEROFOIL,HOWCANMYMUSEWANTSUBJ,HSNQF BUJMY JSBOV ESYSX 
SUPERIOR,OHOWTHYWORTHWITHMANN,GBDAK PMNGL ILNQH YEUCR 
PERGOLAS,TAKEALLMYLOVESMYLOVE,IEBKO WLENP FBSDM QASMK 
DESIROUS,THOSEPETTYWRONGSTHAT,WLGAV DYLWC OZFBA KWLSB 
BILLABLE,THATTHOUHASTHERITISN,UPLET IZYII DEHFC MUQDY 
REASSIGN,WHENMOSTIWINKTHENDOM,NLEFE WYGZA IFCBN REHOE 
ANTLIONS,IFTHEDULLSUBSTANCEOF,ISMSM RHDLF NMAHN FCRHQ 
SUMMONER,THEOTHERTWOSLIGHTAIR,LBQAH UIILQ AEZVK YLUUD 
SQUINTED,MINEEYEANDHEARTAREAT,EYHMR RIDFT BMNKX DJUUB 
CAPRIOLE,BETWIXTMINEEYEANDHEA,DEINQ LEQKN TVGSL RFHTR 
ECHIDNAS,HOWCAREFULWASIWHENIT,LQDKD EEXYN DIVVW ZIPPB 
SINFULLY,AGAINSTTHATTIMEIFEVE,SONNH DERZI GYCXP GXMIJ 
DEFROSTS,HOWHEAVYDOIJOURNEYON,KSBYS SOQGS NACMK FHCTE 
STEAMING,THUSCANMYLOVEEXCUSET,LAYSO IASQE SVQMK IMLIT 
OVERLIES,SOAMIASTHERICHWHOSEB,GJEDT IWLVZ VZNPA ZCNIS 
TENANTRY,WHATISYOURSUBSTANCEW,PLNTV LPMNV FUOLK YGGRW 
DOWNHILL,OHOWMUCHMOREDOTHBEAU,RVKJT CNSPC NRKWE SESWH 
JAMBOREE,NOTMARBLENORTHEGILDE,WOFNO IFPNN ASHYI KRLPF 
GRIZZLED,SWEETLOVERENEWTHYFOR,YNMDS WSYKI MMDHX KEWWQ 
DELUSION,BEINGYOURSLAVEWHATSH,EITHY GCHUW WUNMK UDXDB 
SYNDROME,THATGODFORBIDTHATMAD,LFNWX CPJGP OLUHT ELKNG 
CLEANING,IFTHEREBENOTHINGNEWB,KQXHR ZRHGY STUQA MPPAB 
STRINGER,LIKEASTHEWAVESMAKETO,DBBMN YXYWP RDRYQ RCXKW 
TIMEBASE,ISITTHYWILLTHYIMAGES,BAUXU HQABT XXIYA QTOQW 
STRUDELS,SINOFSELFLOVEPOSSESS,KBEII WPDXE FPHTZ KKXJM 
SUBURBIA,AGAINSTMYLOVESHALLBE,SABCE TBMQF PPVTP ADFCY 
CHLORATE,WHENIHAVESEENBYTIMES,YOPBZ HTZGZ PSEBR XKTPG 
SETSWANA,SINCEBRASSNORSTONENO,KMGUA BEAKW GGNSG OFIGG 
REVIVALS,TIREDWITHALLTHESEFOR,KMMMY WTLYE GTOHP KVJJZ 
DISEASED,AHWHEREFOREWITHINFEC,DPOLE JIIRZ WAILL LQNWG 
SQUEAKER,THUSISHISCHEEKTHEMAP,LXOWI CLZKS BIEUX YWCUT 
CATERERS,THOSEPARTSOFTHEETHAT,VHHWV TRJVS HJKLV WVHTX 
ELEMENTS,THATTHOUARTBLAMEDSHA,XSEFX UHMEC XNPNF WHDLM 
INTERNED,NOLONGERMOURNFORMEWH,VBESE TIUUB NVESS UURPL 
BATTERED,OLESTTHEWORLDSHOULDT,PLXLX KLHXO KEHJL RVLWM 
ICEBERGS,THATTIMEOFYEARTHOUMA,BJEUX ZSWWH CFEIZ ZWWQB 
REVOKING,BUTBECONTENTEDWHENTH,SYOPO KBTKI IHOLJ NVROV 
CRYSTALS,SOAREYOUTOMYTHOUGHTS,UFYJX YZMVF KQMHZ MIYRK 
UNPROVED,WHYISMYVERSESOBARREN,QUNZG HCYYE HVGJF DLETE 
PROTEINS,THYGLASSWILLSHOWTHEE,IYMZP IFKLZ ZEWPB OIYSX 
REMOVING,SOOFTHAVEIINVOKEDTHE,JSATO PNBVM UBQWX KUXTS 
POLONECK,WHILSTIALONEDIDCALLU,LVTZF XKKAC YSQMF MPZWI 
ANCIENTS,OHOWIFAINTWHENIOFYOU,OUQEM STANG YPIAB GFLQC 
AFFLICTS,ORISHALLLIVEYOUREPIT,OWNDP CEDLN APGQN JEUNE 
REPLICAS,IGRANTTHOUWERTNOTMAR,ZKGLV VTZFY LPZVN GKQPC 
OVERUSED,INEVERSAWTHATYOUDIDP,WIIMY JWDKO LRNQS XRDHG 
WREATHES,WHOISITTHATSAYSMOSTW,SYSIL PXLDR XSTFW EKJXW 
ENJOYING,MYTONGUETIEDMUSEINMA,QLCCL OHKXV NRKCF KMAVO 
GAMBLING,WASITTHEPROUDFULLSAI,CAEJE BUKVR AVONH RRSMJ 
COMMENCE,FAREWELLTHOUARTTOODE,HODQA RNPVV AGEEV XQCPQ 
ROADWAYS,WHENTHOUSHALTBEDISPO,NVEQP HMMJV AOPBC VZGPR 
PANCAKES,SAYTHATTHOUDIDSTFORS,HALVH KXLWO HFINW LUOEU 
AERIALLY,THENHATEMEWHENTHOUWI,TLVVH LECMI NPEYE FOYNQ 
PERSISTS,SOMEGLORYINTHEIRBIRT,HSDWO DHJNM ELPWB JQMIL 
VACANTLY,BUTDOTHYWORSTTOSTEAL,WUVDB MSWRO TSGMZ QOECL 
GLITTERS,SOSHALLILIVESUPPOSIN,YZAAT PCART DXLYG HUDQG 
FREEHOLD,THEYTHATHAVEPOWERTOH,YYICA VLWMR ZIWCH HWKSL 
PLATFORM,HOWSWEETANDLOVELYDOS,WZWLB SVFPY DETJV XNOOL 
SCANNING,SOMESAYTHYFAULTISYOU,KQMRF ILZZA FNHTG OKAOH 
FIEFDOMS,HOWLIKEAWINTERHATHMY,MWAQL YQSBQ RYHFT SYPQD 
SELECTED,FROMYOUHAVEIBEENABSE,XVZQA HYKSZ PMDXI QSFDI 
MOULTING,THEFORWARDVIOLETTHUS,FVYQH ZJGDR PTHTR ZFVOD 
TERRAPIN,WHEREARTTHOUMUSETHAT,PLVIE PZGML FLMJA RMLRK 
